Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"A Urdampilleta, N Vicente-Salar, J Miguel, M Sanz","Ítems de referencia para publicar Revisiones Sistemáticas y Metaanálisis: La Declaración PRISMA. Rev Española Nutr Humana y Dietética [Internet] …",,"","","","https://scholar.google.com/scholar?cites=17896517110570155173&as_sdt=2005&sciodt=2007&hl=en",11,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.00,1,4,,"","","https://scholar.google.com/scholar?q=related:pfw7BH4zXfgJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"D Moher, L Shamseer","Ítems de referencia para publicar Protocolos de Revisiones Sistemáticas y Metanálisis: declaración PRISMA-P 2015. Rev EspNutr Hum Diet [Internet]",2016,"","","","https://scholar.google.com/scholar?cites=6571740943948512465&as_sdt=2005&sciodt=2007&hl=en",12,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.25,1,2,8,"","","https://scholar.google.com/scholar?q=related:0fzw55GDM1sJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"D Moher, A Liberati, J Tetzlaff, DG Altman","PRISMA Group T. Ítems de referencia para publicar Revisiones Sistemáticas y Metaanálisis: La Declaración PRISMA. Rev Española Nutr Humana y …",,"","","","https://scholar.google.com/scholar?cites=416265356242898587&as_sdt=2005&sciodt=2007&hl=en",13,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.00,1,4,,"","","https://scholar.google.com/scholar?q=related:m84o0yLfxgUJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"D Moher, L Shamseer, M Clarke, D Ghersi, A Liberati…","Prisma Group (2016) Ítems de referencia para publicar Protocolos de Revisiones Sistemáticas y Metaanálisis: Declaración PRISMA-P 2015",,"Revista Española de Nutrición …","","","https://scholar.google.com/scholar?cites=14260075455482788441&as_sdt=2005&sciodt=2007&hl=en",14,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.00,0,6,,"","","https://scholar.google.com/scholar?q=related:WXpR2hL35cUJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"D Moher, A Liberati, J Tetzlaff, DG Altman","… T.(2014): Benchmark items for publishing systematic reviews and meta-analyses: the PRISMA statement (Ítems de referencia para publicar revisiones …",,"Revista Española de Nutrición Humana y …","","","https://scholar.google.com/scholar?cites=1005092349555227002&as_sdt=2005&sciodt=2007&hl=en",15,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.00,1,4,,"","","https://scholar.google.com/scholar?q=related:ermzrSrO8g0J:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
128,"MJ Page, JE McKenzie, PM Bossuyt, I Boutron…","A declaração PRISMA 2020: uma diretriz atualizada para relatórios revisões sistemáticas",2021,"BMJ [Internet]","","","https://scholar.google.com/scholar?cites=2956998389326356082&as_sdt=2005&sciodt=2007&hl=en",16,"2024-11-27 10:48:20","CITATION","","","",,,,,128,42.67,26,5,3,"","","https://scholar.google.com/scholar?q=related:ch4zRV5eCSkJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
18,"A Liberati, DG Altman, J Tetzlaff, C Mulrow…","A declaração PRISMA para relatar revisões sistemáticas e meta-análises de estudos que avaliam intervenções de saúde: explicação e elaboração",2009,"PLoS Med","","","https://scholar.google.com/scholar?cites=18084379411194307124&as_sdt=2005&sciodt=2007&hl=en",17,"2024-11-27 10:48:20","CITATION","","","",,,,,18,1.20,4,5,15,"","https://scholar.google.com/scholar?output=instlink&q=info:NOKfY0Kf-PoJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=2587277528069877874&oi=lle","https://scholar.google.com/scholar?q=related:NOKfY0Kf-PoJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
7,"D Moher, A Liberati, J Tetzlaff, DG Altman","Grupo PRISMA.(2009). Itens de relato preferidos para revisões sistemáticas e meta-análises: a declaração PRISMA",,"Anales de Medicina Interna","","","https://scholar.google.com/scholar?cites=11893718045063528970&as_sdt=2005&sciodt=2007&hl=en",18,"2024-11-27 10:48:20","CITATION","","","",,,,,7,0.00,2,4,,"","","https://scholar.google.com/scholar?q=related:CkKq3ov5DqUJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
5,"D Moher, A Liberati, J Tetzlaff, DG Altman","Grupo PRISMA. Itens de relato preferidos para revisões sistemáticas e meta-análises: a declaração PRISMA",2009,"BMJ","","","https://scholar.google.com/scholar?cites=15487671093344046347&as_sdt=2005&sciodt=2007&hl=en",19,"2024-11-27 10:48:20","CITATION","","","",,,,,5,0.33,1,4,15,"","","https://scholar.google.com/scholar?q=related:C43bXM1C79YJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
4,"D Moher, A Liberati, J Tetzlaff, DG Altman","The PRISMA Group. Itens de relatório preferidos para revisões sistemáticas e meta-análises: a declaração PRISMA",2009,"PLoS Med","","","https://scholar.google.com/scholar?cites=5677899122615976651&as_sdt=2005&sciodt=2007&hl=en",20,"2024-11-27 10:48:20","CITATION","","","",,,,,4,0.27,1,4,15,"","https://scholar.google.com/scholar?output=instlink&q=info:ywIHUivzy04J:scholar.google.com/&hl=en&as_sdt=2007&scillfp=4228895518527010486&oi=lle","https://scholar.google.com/scholar?q=related:ywIHUivzy04J:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
3,"D MOHER, A LIBERATI, J TETZLAFF, DG ALTMAN","Itens Preferenciais Para Relatórios De Revisão Sistemática E Meta-Análises: A Declaração PRISMA",2009,"Plos Medicine","","","https://scholar.google.com/scholar?cites=14859136959092056361&as_sdt=2005&sciodt=2007&hl=en",21,"2024-11-27 10:48:20","CITATION","","","",,,,,3,0.20,1,4,15,"","https://scholar.google.com/scholar?output=instlink&q=info:KWGPU1ZCNs4J:scholar.google.com/&hl=en&as_sdt=2007&scillfp=440237407831404235&oi=lle","https://scholar.google.com/scholar?q=related:KWGPU1ZCNs4J:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"MKJE MJ, PM Bossuyt, I Boutron, TC Hoffmann…","A declaração PRISMA 2020: uma diretriz atualizada para relatar revisões sistemáticas",2021,"PLOS Medicine","","","https://scholar.google.com/scholar?cites=15794965136389723745&as_sdt=2005&sciodt=2007&hl=en",22,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.67,0,5,3,"","https://scholar.google.com/scholar?output=instlink&q=info:YVYwMhv9MtsJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=6129087446885021800&oi=lle","https://scholar.google.com/scholar?q=related:YVYwMhv9MtsJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"M David, L Alessandro, T Jennifer, GA Douglas","Itens de relatório preferidos para revisões sistemáticas e meta-análises: A declaração PRISMA",,"PLoS Medicine","","","https://scholar.google.com/scholar?cites=11465980488120742632&as_sdt=2005&sciodt=2007&hl=en",23,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.00,1,4,,"","","https://scholar.google.com/scholar?q=related:6DL_K4FYH58J:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"MJ Page","A declaração PRISMA 2020: diretriz atualizada para relatar revisões sistemáticas. Epidemiol Serv Saúde. 2022; 31 (2)",,"","","","https://scholar.google.com/scholar?cites=7341867757251954651&as_sdt=2005&sciodt=2007&hl=en",24,"2024-11-27 10:48:20","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:24flitON42UJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
2,"MJ PAGE","A declaração PRISMA 2020: diretriz atualizada para relatar revisões sistemáticas. Epidemiol. Serv. Saúde, Brasília, v. 31, n. 2, e2022107, 2022",2022,"","","","https://scholar.google.com/scholar?cites=13773774122590906626&as_sdt=2005&sciodt=2007&hl=en",25,"2024-11-27 10:48:20","CITATION","","","",,,,,2,1.00,2,1,2,"","","https://scholar.google.com/scholar?q=related:Aql_gZZGJr8J:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
1,"D Moher, A Liberati, J Tetzlaff, DG Altman","Itens de relatório preferidos para revisões sistemáticas e metaanálise: a declaração PRISMA",2009,"Epidemiologia e Serviços de Saúde","","","https://scholar.google.com/scholar?cites=152312784358208039&as_sdt=2005&sciodt=2007&hl=en",26,"2024-11-27 10:48:20","CITATION","","","",,,,,1,0.07,0,4,15,"","https://scholar.google.com/scholar?output=instlink&q=info:J_JrnqsfHQIJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=5465675570825625817&oi=lle","https://scholar.google.com/scholar?q=related:J_JrnqsfHQIJ:scholar.google.com/&scioq=intitle:%22declara%C3%A7%C3%A3o+prisma%22%7Cintitle:%22%C3%ADtems+de+referencia%22&hl=en&as_sdt=2007"
