Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"T Galvao, TSA Pansani, D Harrad","Principais itens para relatar revisões sistemáticas e meta-análises: a recomendação PRISMA. Epidemiol Serv Saude 24 (2015)",2015,"","","","https://scholar.google.com/scholar?cites=13960642885231712046&as_sdt=2005&sciodt=2007&hl=en",23,"2024-11-27 10:44:26","CITATION","","","",,,,,4,0.44,1,3,9,"","","https://scholar.google.com/scholar?q=related:LhdSyrwqvsEJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
4,"D Moher, A Liberati, J Tetzlaff, DG Altman","The PRISMA Group. Itens de relatório preferidos para revisões sistemáticas e meta-análises: a declaração PRISMA",2009,"PLoS Med","","","https://scholar.google.com/scholar?cites=5677899122615976651&as_sdt=2005&sciodt=2007&hl=en",24,"2024-11-27 10:44:26","CITATION","","","",,,,,4,0.27,1,4,15,"","https://scholar.google.com/scholar?output=instlink&q=info:ywIHUivzy04J:scholar.google.com/&hl=en&as_sdt=2007&scillfp=4228895518527010486&oi=lle","https://scholar.google.com/scholar?q=related:ywIHUivzy04J:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
3,"TF Galvão, TSA Pansini, D Harrad","Principais itens para relatar Revisões sistemáticas e Meta-análises: A recomendação PRISMA. Epidemiologia e Serviço de Saúde, 24 (2), 335-342",2015,"","","","https://scholar.google.com/scholar?cites=17011186939382435319&as_sdt=2005&sciodt=2007&hl=en",25,"2024-11-27 10:44:26","CITATION","","","",,,,,3,0.33,1,3,9,"","","https://scholar.google.com/scholar?q=related:942naWTgE-wJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
3,"D MOHER, A LIBERATI, J TETZLAFF, DG ALTMAN","Itens Preferenciais Para Relatórios De Revisão Sistemática E Meta-Análises: A Declaração PRISMA",2009,"Plos Medicine","","","https://scholar.google.com/scholar?cites=14859136959092056361&as_sdt=2005&sciodt=2007&hl=en",26,"2024-11-27 10:44:26","CITATION","","","",,,,,3,0.20,1,4,15,"","https://scholar.google.com/scholar?output=instlink&q=info:KWGPU1ZCNs4J:scholar.google.com/&hl=en&as_sdt=2007&scillfp=440237407831404235&oi=lle","https://scholar.google.com/scholar?q=related:KWGPU1ZCNs4J:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
3,"TF Galvão, T Pansani","d. SA, &Harrad, D.(2015). Principais itens para relatar Revisões sistemáticas e Meta-análises: A recomendação PRISMA. Epidemiol. Serv. Saúde, 24 (2) …",,"","","","https://scholar.google.com/scholar?cites=13121636274296761788&as_sdt=2005&sciodt=2007&hl=en",27,"2024-11-27 10:44:26","CITATION","","","",,,,,3,0.00,2,2,,"","","https://scholar.google.com/scholar?q=related:vK1WiatqGbYJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
3,"D Moher, A Lliberati, J Tetzlaf, DG Altman","Principais itens para relatar Revisões sistemáticas e meta-análises: A recomendação PRIMA. Epidemiol. Serv. Saúde. 2015; 24 (2): 335-342",,"","","","https://scholar.google.com/scholar?cites=1111505197563528939&as_sdt=2005&sciodt=2007&hl=en",28,"2024-11-27 10:44:26","CITATION","","","",,,,,3,0.00,1,4,,"","","https://scholar.google.com/scholar?q=related:60bGkhbcbA8J:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"MKJE MJ, PM Bossuyt, I Boutron, TC Hoffmann…","A declaração PRISMA 2020: uma diretriz atualizada para relatar revisões sistemáticas",2021,"PLOS Medicine","","","https://scholar.google.com/scholar?cites=15794965136389723745&as_sdt=2005&sciodt=2007&hl=en",29,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.67,0,5,3,"","https://scholar.google.com/scholar?output=instlink&q=info:YVYwMhv9MtsJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=6129087446885021800&oi=lle","https://scholar.google.com/scholar?q=related:YVYwMhv9MtsJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"TF Galvão, TSA Pansani, D Harrad","Principais itens para relatar Revisões sistemáticas e Meta-análises: A recomendação PRISMA. Epidemiol Serv Saude; 24 (2): 335-342",2015,"","","","https://scholar.google.com/scholar?cites=15276844101980355391&as_sdt=2005&sciodt=2007&hl=en",30,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.22,1,3,9,"","","https://scholar.google.com/scholar?q=related:P3uPQ8VAAtQJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"D Moher, A Liberati, J Tetzlaff, DG Altman","Principais itens para relatar Revisoes sistematicas e Meta-analises: A recomendacao PRISMA. Epidemiol Serv Saude. 2015; 24 (2): 33542",,"","","","https://scholar.google.com/scholar?cites=12381867785196375825&as_sdt=2005&sciodt=2007&hl=en",31,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,4,,"","","https://scholar.google.com/scholar?q=related:EY97ECY71asJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"M David, L Alessandro, T Jennifer, GA Douglas","Itens de relatório preferidos para revisões sistemáticas e meta-análises: A declaração PRISMA",,"PLoS Medicine","","","https://scholar.google.com/scholar?cites=11465980488120742632&as_sdt=2005&sciodt=2007&hl=en",32,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,4,,"","","https://scholar.google.com/scholar?q=related:6DL_K4FYH58J:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"TF Galvão, TAS Pansani, D Harrad","Principais itens para relatar revisões sistemáticas e meta-análises: a recomendação PRISMA. Epidemiol Serv Saúde. 2015 [cited 2018 Jul 30]; 24 (2): 335 …",,"","","","https://scholar.google.com/scholar?cites=11085695802374412793&as_sdt=2005&sciodt=2007&hl=en",33,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:-dmQBJlN2JkJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"MJ Page","A declaração PRISMA 2020: diretriz atualizada para relatar revisões sistemáticas. Epidemiol Serv Saúde. 2022; 31 (2)",,"","","","https://scholar.google.com/scholar?cites=7341867757251954651&as_sdt=2005&sciodt=2007&hl=en",34,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:24flitON42UJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"TF Galvão, TS Pansani, D Harrad","Principais itens para relatar revisões sistemáticas e meta-análises: a recomendação PRISMA. Epidemiol Serv Saude. 2015; 24: 335-42",,"","","","https://scholar.google.com/scholar?cites=4076507430689318490&as_sdt=2005&sciodt=2007&hl=en",35,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:WiZ68uipkjgJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"TF Galvão, TSA Pansani, D Harrad","Principais itens para relatar Revisões sistemáticas e Meta-análises: A recomendação PRISMA. Epidemiol. Serv. Saúde [periódico on line]. 2015 [acesso …",,"","","","https://scholar.google.com/scholar?cites=15693750858087308497&as_sdt=2005&sciodt=2007&hl=en",36,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:0ZzGoUFny9kJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"MJ PAGE","A declaração PRISMA 2020: diretriz atualizada para relatar revisões sistemáticas. Epidemiol. Serv. Saúde, Brasília, v. 31, n. 2, e2022107, 2022",2022,"","","","https://scholar.google.com/scholar?cites=13773774122590906626&as_sdt=2005&sciodt=2007&hl=en",37,"2024-11-27 10:44:26","CITATION","","","",,,,,2,1.00,2,1,2,"","","https://scholar.google.com/scholar?q=related:Aql_gZZGJr8J:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"TF Galvão, TSA Pansani","HD. Principais itens para relatar Revisões sistemáticas e Meta-análises: A recomendação PRISMA. Epidemiol. 2015; 24 (2): 335-42",,"","","","https://scholar.google.com/scholar?cites=13592212060834834054&as_sdt=2005&sciodt=2007&hl=en",38,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,2,,"","","https://scholar.google.com/scholar?q=related:hibXzdo8obwJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"TF Galvão, T Pansani, D Harrad","Principais itens para relatar revisões sistemáticas e meta-análises: a recomendação PRISMA. Serv. Saúde. 2015; 24 (2): 335-42",,"","","","https://scholar.google.com/scholar?cites=13262731980587593862&as_sdt=2005&sciodt=2007&hl=en",39,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:hvAipnewDrgJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
2,"TF Galvão, TSA Pansani, D Harrad","Principais itens para relatar Revisões sistemáticas e meta-análises: a recomendação PRISMA. Epidemiol Serv Saúde [Internet]. 2015 [access at: July 30 …",,"","","","https://scholar.google.com/scholar?cites=12280319974771567071&as_sdt=2005&sciodt=2007&hl=en",40,"2024-11-27 10:44:26","CITATION","","","",,,,,2,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:36lkAPR1bKoJ:scholar.google.com/&scioq=intitle:declara%C3%A7%C3%A3o%7Cintitle:%22diretriz+prisma%22%7Cintitle:%22principais+itens+para+relatar%22&hl=en&as_sdt=2007"
