Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
21,"AB Seidenberg, RP Moser…","Preferred reporting items for complex sample survey analysis (PRICSSA)",2023,"Journal of Survey Statistics …","academic.oup.com","https://academic.oup.com/jssam/article-abstract/11/4/743/7136601","https://scholar.google.com/scholar?cites=15814740155785604835&as_sdt=2005&sciodt=2007&hl=en",16,"2024-11-27 10:01:02","","","","",,,,,21,21.00,7,3,1,"Methodological issues pertaining to transparency and analytic error have been widely documented for publications featuring analysis of complex sample survey data. The availability of …","https://academic.oup.com/jssam/article/11/4/743/7136601","https://scholar.google.com/scholar?q=related:4-60sGE-edsJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
14,"NA Shlobin, D Moher","Commentary: preferred reporting items for systematic reviews and meta-analyses 2020 statement: what neurosurgeons should know",2021,"Neurosurgery","journals.lww.com","https://journals.lww.com/neurosurgery/fulltext/2021/11000/commentary__preferred_reporting_items_for.30.aspx","https://scholar.google.com/scholar?cites=5028001119579709389&as_sdt=2005&sciodt=2007&hl=en",17,"2024-11-27 10:01:02","HTML","","","",,,,,14,4.67,7,2,3,"CONCLUSION We recommend the utilization of PRISMA 2020 by neurosurgical researchers to improve the quality of reporting of SRs and MAs. Comprehensive and transparent …","https://journals.lww.com/neurosurgery/fulltext/2021/11000/commentary__preferred_reporting_items_for.30.aspx","https://scholar.google.com/scholar?q=related:zZ_Q9mAMx0UJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
56,"LC Toews","Compliance of systematic reviews in veterinary journals with Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) literature search …",2017,"Journal of the Medical Library Association: JMLA","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5490700/","https://scholar.google.com/scholar?cites=11190150933226465924&as_sdt=2005&sciodt=2007&hl=en",18,"2024-11-27 10:01:02","HTML","","","",,,,,56,8.00,56,1,7,"Objective Complete, accurate reporting of systematic reviews facilitates assessment of how well reviews have been conducted. The primary objective of this study was to examine …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5490700/","https://scholar.google.com/scholar?q=related:hCr4XfxmS5sJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
9,"ED Dominic, M Mahamed, Z Abdullah, NB Hashim","Preferred Reporting Items for A Systematic Review and Meta-Analysis (Prisma): The Impact of Covid-19 on University Reputation and Comparative Evaluation",2022,"Sciences","academia.edu","https://www.academia.edu/download/92974358/preferred-reporting-items-for-a-systematic-review-and-meta-analysis-prisma-the-impact-of-covid-19-on-university-reputation-and-comparati.pdf","https://scholar.google.com/scholar?cites=2669724202489482795&as_sdt=2005&sciodt=2007&hl=en",19,"2024-11-27 10:01:02","PDF","","","",,,,,9,4.50,2,4,2,"This systematic literature review outstretches the significance of reputation to university institutions. A positive university reputation (UR) is a prerequisite to national, mental, …","https://www.academia.edu/download/92974358/preferred-reporting-items-for-a-systematic-review-and-meta-analysis-prisma-the-impact-of-covid-19-on-university-reputation-and-comparati.pdf","https://scholar.google.com/scholar?q=related:Kw6mcQTEDCUJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
236,"M Pollock, RM Fernandes, D Pieper, AC Tricco…","Preferred Reporting Items for Overviews of Reviews (PRIOR): a protocol for development of a reporting guideline for overviews of reviews of healthcare …",2019,"Systematic reviews","Springer","https://link.springer.com/article/10.1186/s13643-019-1252-9","https://scholar.google.com/scholar?cites=8362155075266817537&as_sdt=2005&sciodt=2007&hl=en",20,"2024-11-27 10:01:02","HTML","10.1186/s13643-019-1252-9","","",,,,,236,47.20,47,5,5,"… Our objective is to develop an evidence-based and agreement-based reporting guideline for overviews (PRIOR, Preferred Reporting Items for Overviews of Reviews) using explicit, …","https://link.springer.com/article/10.1186/s13643-019-1252-9","https://scholar.google.com/scholar?q=related:AS4CgrxXDHQJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
80,"X Zhang, R Tan, WC Lam, L Yao, X Wang…","PRISMA (preferred reporting items for systematic reviews and meta-analyses) extension for Chinese herbal medicines 2020 (PRISMA-CHM 2020)",2020,"The American journal …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0192415X20500639","https://scholar.google.com/scholar?cites=8708722618821787307&as_sdt=2005&sciodt=2007&hl=en",21,"2024-11-27 10:01:02","","10.1142/S0192415X20500639","","",,,,,80,20.00,13,6,4,"… Bian, ZX Preferred reporting items for systematic review and meta-analyses of traditional Chinese medicine: The PRISMA-TCM Statement. EQUATOR (Enhancing the QUAlity and …","https://www.worldscientific.com/doi/pdf/10.1142/S0192415X20500639","https://scholar.google.com/scholar?q=related:qz5IvhSZ23gJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
706,"D Moher, A Liberati, J Tetzlaff…","Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement (Chinese edition)",2009,"Journal of …","scholars.uthscsa.edu","https://scholars.uthscsa.edu/en/publications/preferred-reporting-items-for-systematic-reviews-and-meta-analyse-3","https://scholar.google.com/scholar?cites=17741438140109212616&as_sdt=2005&sciodt=2007&hl=en",22,"2024-11-27 10:01:02","","","","",,,,,706,47.07,177,4,15,"Preferred reporting items for systematic reviews and meta-analyses: The PRISMA statement (Chinese edition) — Scholars @ UT Health San Antonio … Preferred reporting items for …","","https://scholar.google.com/scholar?q=related:yMvGgf0_NvYJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
238,"KI Bougioukas, A Liakos, A Tsapas, E Ntzani…","Preferred reporting items for overviews of systematic reviews including harms checklist: a pilot tool to be used for balanced reporting of benefits and harms",2018,"Journal of clinical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0895435617307989","https://scholar.google.com/scholar?cites=10315676570945561049&as_sdt=2005&sciodt=2007&hl=en",23,"2024-11-27 10:01:02","HTML","","","",,,,,238,39.67,48,5,6,"… The aim of this paper was to offer a pilot version checklist with Preferred Reporting Items for OoSRs (PRIO-harms) to promote a more balanced reporting of benefits and harms in OoSRs …","https://www.sciencedirect.com/science/article/pii/S0895435617307989","https://scholar.google.com/scholar?q=related:2aEHvS-lKI8J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
11,"V Nagendrababu, HF Duncan, I Tsesis…","Preferred reporting items for systematic reviews and meta‐analyses for abstracts: best practice for reporting abstracts of systematic reviews in Endodontology",2019,"International …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/iej.13118","https://scholar.google.com/scholar?cites=13974523017179803402&as_sdt=2005&sciodt=2007&hl=en",24,"2024-11-27 10:01:02","","10.1111/iej.13118","","",,,,,11,2.20,3,4,5,"An abstract is a brief overview of a scientific, clinical or review manuscript as well as a stand‐alone summary of a conference abstract. Scientists, clinician–scientists and clinicians rely …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/iej.13118","https://scholar.google.com/scholar?q=related:Cq-F2KR678EJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
30,"X Gong, L Sui, J Morton, MA Brennan…","Investigation of nutritional and functional effects of rice bran protein hydrolysates by using Preferred Reporting Items for Systematic Reviews and Meta …",2021,"Trends in Food Science & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0924224421000996","https://scholar.google.com/scholar?cites=17429672205956832330&as_sdt=2005&sciodt=2007&hl=en",25,"2024-11-27 10:01:02","HTML","","","",,,,,30,10.00,6,5,3,"… The Web of Science database was searched for studies published between 2014 and 2019 using Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) …","https://www.sciencedirect.com/science/article/pii/S0924224421000996","https://scholar.google.com/scholar?q=related:SlyOY4ai4vEJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
104,"SH Asar, SH Jalalpour, F Ayoubi…","PRISMA; preferred reporting items for systematic reviews and meta-analyses",2016,"Journal of Rafsanjan …","journal.rums.ac.ir","https://journal.rums.ac.ir/browse.php?a_code=A-10-123-2&slc_lang=en&sid=1","https://scholar.google.com/scholar?cites=4253558251861874354&as_sdt=2005&sciodt=2007&hl=en",26,"2024-11-27 10:01:02","","","","",,,,,104,13.00,26,4,8,"Today, understanding of systematic reviews and meta-analyses and their practical use is essential for who concerned with society's health. Most of the medical reports invoked to these …","http://journal.rums.ac.ir/files/site1/user_files_e1c3fe/shassar-A-10-123-2-654739d.pdf","https://scholar.google.com/scholar?q=related:spaombGsBzsJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
68,"JF Cohen, JJ Deeks, L Hooft, JP Salameh…","Preferred reporting items for journal and conference abstracts of systematic reviews and meta-analyses of diagnostic test accuracy studies (PRISMA-DTA for Abstracts …",2021,"bmj","bmj.com","https://www.bmj.com/content/372/bmj.n265.abstract","https://scholar.google.com/scholar?cites=16267754621085903815&as_sdt=2005&sciodt=2007&hl=en",27,"2024-11-27 10:01:02","","","","",,,,,68,22.67,14,5,3,"… Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement. … Preferred reporting items for systematic review and meta-analysis of diagnostic test …","https://www.bmj.com/content/bmj/372/bmj.n265.full.pdf","https://scholar.google.com/scholar?q=related:x2sLO6OswuEJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
78,"S Petrou, O Rivero-Arias, H Dakin…","Preferred reporting items for studies mapping onto preference-based outcome measures: the MAPS statement",2015,"Medical Decision …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0272989X15598332","https://scholar.google.com/scholar?cites=14524460083554353882&as_sdt=2005&sciodt=2007&hl=en",28,"2024-11-27 10:01:02","","10.1177/0272989X15598332","","",,,,,78,8.67,20,4,9,"Background. “Mapping” onto generic preference-based outcome measures is increasingly being used as a means of generating health utilities for use within health economic …","https://journals.sagepub.com/doi/full/10.1177/0272989x15598332","https://scholar.google.com/scholar?q=related:2gKZ-n0_kckJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
61,"KR McLeroy, ME Northridge…","Reporting Guidelines and the American Journal of Public Health's Adoption of Preferred Reporting Items for Systematic Reviews and Meta-Analyses",2012,"… journal of public …","ajph.aphapublications.org","https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2011.300630","https://scholar.google.com/scholar?cites=2640634999651791463&as_sdt=2005&sciodt=2007&hl=en",29,"2024-11-27 10:01:02","","10.2105/AJPH.2011.300630","","",,,,,61,5.08,20,3,12,"Widespread recognition of the need to improve the science of published research, as well as the moral and ethical reasons for adequately reporting study results, has spurred recent …","https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.2011.300630","https://scholar.google.com/scholar?q=related:Z3K1n4prpSQJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
52,"C item Page","PRISMA-P (Preferred Reporting Items for Systematic review and Meta-Analysis Protocols) 2015 checklist: recommended items to address in a systematic review …",2015,"Methods","bmjopen.bmj.com","https://bmjopen.bmj.com/content/bmjopen/8/4/e019555/DC1/embed/inline-supplementary-material-1.pdf?download=true","https://scholar.google.com/scholar?cites=9730053406889326369&as_sdt=2005&sciodt=2007&hl=en",30,"2024-11-27 10:01:02","","","","",,,,,52,5.78,52,1,9,"… PRISMA-P (Preferred Reporting Items for Systematic review and Meta-Analysis Protocols) 2015 checklist: recommended … Preferred reporting items for systematic review and meta-analysis …","https://scholar.google.com/scholar?output=instlink&q=info:Ibc3gwUYCIcJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=14254543065605444140&oi=lle","https://scholar.google.com/scholar?q=related:Ibc3gwUYCIcJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
32,"S Chung, S Moon, J Kim, J Kim, S Lim, S Chi","Comparing natural language processing (NLP) applications in construction and computer science using preferred reporting items for systematic reviews …",2023,"Automation in Construction","Elsevier","https://www.sciencedirect.com/science/article/pii/S0926580523002807","https://scholar.google.com/scholar?cites=3624128442747108143&as_sdt=2005&sciodt=2007&hl=en",31,"2024-11-27 10:01:02","HTML","","","",,,,,32,32.00,5,6,1,"Despite the increasing use of natural language processing (NLP) in the construction domain, no systematic comparison has been conducted between NLP applications in construction …","https://www.sciencedirect.com/science/article/pii/S0926580523002807","https://scholar.google.com/scholar?q=related:L7tUAp59SzIJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
20,"V Nagendrababu, HF Duncan…","Preferred Reporting Items for RAndomized Trials in Endodontics (PRIRATE) guidelines: a development protocol",2019,"International …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/iej.13087","https://scholar.google.com/scholar?cites=17740682416392013919&as_sdt=2005&sciodt=2007&hl=en",32,"2024-11-27 10:01:02","","10.1111/iej.13087","","",,,,,20,4.00,7,3,5,"… The current project aims to develop and disseminate new guidelines, Preferred Reporting Items for RA ndomized Trials in Endodontics ( PRIRATE ), to improve the planning and …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/iej.13087","https://scholar.google.com/scholar?q=related:X4gQ3qmQM_YJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
2,"C Xuemei, NB Hashim…","Preferred reporting items for a systematic review and meta-analysis (PRISMA): The relationship between social media use and political participation behavior",2023,"International Journal of …","kwpublications.com","https://kwpublications.com/papers_submitted/9257/preferred-reporting-items-for-a-systematic-review-and-meta-analysis-prisma-the-relationship-between-social-media-use-and-political-participation-behavior.pdf","https://scholar.google.com/scholar?cites=4116163724768092596&as_sdt=2005&sciodt=2007&hl=en",33,"2024-11-27 10:01:02","PDF","","","",,,,,2,2.00,1,3,1,"This systematic literature review describes the importance of social media for political participation. The widespread use of social media at the social level in China has promoted …","https://kwpublications.com/papers_submitted/9257/preferred-reporting-items-for-a-systematic-review-and-meta-analysis-prisma-the-relationship-between-social-media-use-and-political-participation-behavior.pdf","https://scholar.google.com/scholar?q=related:tKEmbBmNHzkJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22preferred+reporting+items%22&hl=en&as_sdt=2007"
