Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
24,"T Telega, Z Bojar, Z Adamczewski","Wytyczne przeprowadzania powszechnej taksacji nieruchomosci (projekt)",2002,"Przegląd Geodezyjny","yadda.icm.edu.pl","https://yadda.icm.edu.pl/agro/element/bwmeta1.element.agro-article-2e4fadce-99bb-48e1-8fad-519ab2b5bd48","https://scholar.google.com/scholar?cites=12037379375377047003&as_sdt=2005&sciodt=2007&hl=en",11,"2024-11-27 10:42:35","","","","",,,,,24,1.09,8,3,22,"Wytyczne przeprowadzania powszechnej taksacji nieruchomosci (projekt) - Przegląd Geodezyjny - Tom 74, Numer 06 (2002) - AGRO - Yadda … Wytyczne przeprowadzania …","","https://scholar.google.com/scholar?q=related:213238NcDacJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
70,"MF Piepoli, AW Hoes, S Agewall, C Albus…","Wytyczne ESC dotyczace prewencji chorób układu sercowo-naczyniowego w praktyce klinicznej w 2016 roku",2016,"Kardiologia …","air.unimi.it","https://air.unimi.it/handle/2434/514853","https://scholar.google.com/scholar?cites=13089866528731565890&as_sdt=2005&sciodt=2007&hl=en",12,"2024-11-27 10:42:35","","","","",,,,,70,8.75,14,5,8,"… te wytyczne ESC, gdy dokonują oceny klinicznej, a także kiedy określają i realizują medyczne strategie prewencji, diagnostyki lub leczenia. Wytyczne … Wytyczne ESC nie zwalniają też …","https://air.unimi.it/bitstream/2434/514853/2/10860-35380-2-PB.pdf","https://scholar.google.com/scholar?q=related:Qg9SOkGMqLUJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
50,"M Morawski, B Mikuła","Zarządzanie talentami. Podstawowe procesy i wytyczne tworzenia systemu",2009,"Zarządzanie Zasobami Ludzkimi","boguszmikula.pl","http://boguszmikula.pl/pdf/m_morawski_b_mikula_zzl_3-4-2009.pdf","https://scholar.google.com/scholar?cites=281296048827023010&as_sdt=2005&sciodt=2007&hl=en",13,"2024-11-27 10:42:35","PDF","","","",,,,,50,3.33,25,2,15,"Rozpoznanie i wybór najlepszych, najbardziej utalentowanych pracowników to inwestycja w rozwój kapitału ludzkiego firmy na najwyższym jakościowo poziomie. Jednostki wybitnie …","http://boguszmikula.pl/pdf/m_morawski_b_mikula_zzl_3-4-2009.pdf","https://scholar.google.com/scholar?q=related:oj4OG0Rd5wMJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
21,"K Kuniczuk","Beton architektoniczny: wytyczne techniczne",2011,"","dnibetonu.com","https://www.dnibetonu.com/wp-content/pdfs/2012/94.pdf","https://scholar.google.com/scholar?cites=10840346680470453726&as_sdt=2005&sciodt=2007&hl=en",14,"2024-11-27 10:42:35","BOOK","","","",,,,,21,1.62,21,1,13,"… nie istnieją normy czy też wytyczne odnośnie wykonywania i … istnieją odpowiednie przepisy i wytyczne, które ułatwiłyby ten … konstrukcji, gdyby istniały ścisłe wytyczne określające jak np. …","https://www.dnibetonu.com/wp-content/pdfs/2012/94.pdf","https://scholar.google.com/scholar?q=related:3r2GC9-lcJYJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
41,"M Stryjecki, K Mielniczuk","Wytyczne w zakresie prognozowania oddziaływań na środowisko farm wiatrowych",2011,"","fnez.pl","https://fnez.pl/wp-content/uploads/2020/06/Wytyczne.pdf","https://scholar.google.com/scholar?cites=6249878409929782973&as_sdt=2005&sciodt=2007&hl=en",15,"2024-11-27 10:42:35","BOOK","","","",,,,,41,3.15,21,2,13,"… na ptaki oraz Wytyczne dotyczące oceny oddziaływania … wydawanych publikacji powyższe wytyczne zostały szczegółowo … Wytyczne te zostaną w przyszłości uzupełnione o wytyczne …","https://fnez.pl/wp-content/uploads/2020/06/Wytyczne.pdf","https://scholar.google.com/scholar?q=related:vXY_8UwHvFYJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
38,"K Buczkowski, S Chlabicz, J Dytfeld…","Wytyczne dla lekarzy rodzinnych dotyczące suplementacji witaminy D",2013,"Forum Medycyny …","journals.viamedica.pl","https://journals.viamedica.pl/forum_medycyny_rodzinnej/article/download/34726/25367","https://scholar.google.com/scholar?cites=10358070970846646853&as_sdt=2005&sciodt=2007&hl=en",16,"2024-11-27 10:42:35","PDF","","","",,,,,38,3.45,10,4,11,"Mimo braku jednoznacznego zdefiniowania optymalnego zaopatrzenia organizmu człowieka w witaminę D uważa się, że jej niedobory są powszechne na całym świecie i dotyczą …","https://journals.viamedica.pl/forum_medycyny_rodzinnej/article/download/34726/25367","https://scholar.google.com/scholar?q=related:RZKZJ6tCv48J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
14,"M Kucharzewski, E Szkiler, G Krasowski…","ALGORYTMY I WYTYCZNE POSTĘPOWANIA TERAPEUTYCZNEGO W RANACH TRUDNO GOJĄCYCH SIĘ.",2020,"Leczenie …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17334101&AN=147040521&h=Xlhtwql76WUs%2FN2hnqDhYJfCBY%2BzywDpSW2NunM571MXvQWJDuAEK%2FtceYelNKZmS5SFOrpOEdE6HGmTjJ5nZg%3D%3D&crl=c","https://scholar.google.com/scholar?cites=1787426603550983032&as_sdt=2005&sciodt=2007&hl=en",17,"2024-11-27 10:42:35","","","","",,,,,14,3.50,4,4,4,"Niniejsze opracowanie obejmuje podstawowy zbiór zasad i rekomendacji specjalistów z różnych dziedzin medycyny dotyczących postępowania z ranami o różnych etiologiach. Celem …","","https://scholar.google.com/scholar?q=related:eEO9lgY3zhgJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
30,"G Montalescot, U Sechtem, S Achenbach…","Wytyczne ESC dotyczące postępowania w stabilnej chorobie wieńcowej w 2013 roku",2013,"Kardiologia …","cris.unibo.it","https://cris.unibo.it/handle/11585/248290","https://scholar.google.com/scholar?cites=14876627616202232444&as_sdt=2005&sciodt=2007&hl=en",18,"2024-11-27 10:42:35","","","","",,,,,30,2.73,8,4,11,"Wytyczne ESC dotyczące postępowania w stabilnej chorobie wieńcowej w 2013 roku … Wytyczne ESC dotyczące postępowania w stabilnej chorobie wieńcowej w 2013 roku …","","https://scholar.google.com/scholar?q=related:fBKAR_9ldM4J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
18,"M Błachucki","Wytyczne w sprawie nakładania administracyjnych kar pieniężnych (na przykładzie wytycznych wydawanych przez Prezesa UOKiK)",2015,"","open.icm.edu.pl","https://open.icm.edu.pl/handle/123456789/8608","https://scholar.google.com/scholar?cites=12650970627979997984&as_sdt=2005&sciodt=2007&hl=en",19,"2024-11-27 10:42:35","","","","",,,,,18,2.00,18,1,9,"… wytyczne wydawane przez organy administracji publicznej w ostatnim czasie przeżywają swój renesans. Po traumie tzw. Polski Ludowej, kiedy wytyczne … instytucji jak wytyczne, można …","https://open.icm.edu.pl/bitstreams/32829f3f-ce73-4ad7-a894-63ba141f23d7/download","https://scholar.google.com/scholar?q=related:IPOlKMJGka8J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
4,"TIPZD NA, SZWMI TECHNIK, KNA ODLEGŁOŚĆ…","Wytyczne",,"6","elearning.umk.pl","https://elearning.umk.pl/panel/wp-content/uploads/wytyczne.pdf","https://scholar.google.com/scholar?cites=14399613604175132265&as_sdt=2005&sciodt=2007&hl=en",20,"2024-11-27 10:42:35","PDF","","","",,,,,4,0.00,1,4,,"… Poniższy dokument określa wytyczne dotyczące organizacji, … Wytyczne zawierają ogólne wskazówki dotyczące zajęć oraz … kursy powinny spełniać wytyczne określone w tabeli poniżej. …","https://elearning.umk.pl/panel/wp-content/uploads/wytyczne.pdf","https://scholar.google.com/scholar?q=related:aba900e01ccJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
35,"G Habib, P Lancellotti, MJ Antunes, MG Bongiorni…","Wytyczne ESC dotyczaçe leczenia infekcyjnego zapalenia wsierdzia w 2015 roku [2015 ESC Guidelines for the management of infective endocarditis]",2015,"Kardiologia …","arpi.unipi.it","https://arpi.unipi.it/bitstream/11568/817859/1/ESC%20Guidelines%20for%20the%20managment%20of%20IE%2010265-30906-2-PB%20Kardiol%20Pol%202016.pdf","https://scholar.google.com/scholar?cites=13537403978962277599&as_sdt=2005&sciodt=2007&hl=en",21,"2024-11-27 10:42:35","PDF","","","",,,,,35,3.89,7,5,9,"… Oświadczenie: Wytyczne ESC … te wytyczne ESC, gdy dokonują oceny klinicznej, a także kiedy określają i realizują medyczne strategie prewencji, diagnostyki lub leczenia. Wytyczne …","https://arpi.unipi.it/bitstream/11568/817859/1/ESC%20Guidelines%20for%20the%20managment%20of%20IE%2010265-30906-2-PB%20Kardiol%20Pol%202016.pdf","https://scholar.google.com/scholar?q=related:35QB0zGF3rsJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
40,"C Tsigos, V Hainer, A Basdevant…","Postępowanie w otyłości dorosłych: europejskie wytyczne dla praktyki klinicznej",2009,"Endokrynologia …","journals.viamedica.pl","https://journals.viamedica.pl/eoizpm/article/view/26009","https://scholar.google.com/scholar?cites=15683433650361358927&as_sdt=2005&sciodt=2007&hl=en",22,"2024-11-27 10:42:35","","","","",,,,,40,2.67,10,4,15,"Stworzenie jednolitych wytycznych postępowania w otyłości jest złożone. Obejmują one zarówno zalecenia diagnostyczne, lecznicze, jak i działania w zakresie prewencji. Wobec wielu …","https://journals.viamedica.pl/eoizpm/article/viewFile/26009/20819","https://scholar.google.com/scholar?q=related:T1oyhM-_ptkJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
21,"M Kadela, Ł Bednarski","Wytyczne obserwacji ciągłej obiektów zlokalizowanych na terenach górniczych",2014,"Przegląd górniczy","yadda.icm.edu.pl","https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-e739b381-8466-4d0d-925e-f90a64fb9691","https://scholar.google.com/scholar?cites=8017022146404326418&as_sdt=2005&sciodt=2007&hl=en",23,"2024-11-27 10:42:35","","","","",,,,,21,2.10,11,2,10,"Proces monitorowania obiektów budowlanych, poprzez pomiar i analizę wybranych wielkości fizycznych, pozwala na śledzenie i ocenę stanu technicznego obiektów, a przez to …","https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-e739b381-8466-4d0d-925e-f90a64fb9691/c/Kadela.pdf","https://scholar.google.com/scholar?q=related:EpzeiCovQm8J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
37,"KP Suplement III","Wytyczne ESH/ESC dotyczące postępowania w nadciśnieniu tętniczym w 2013 roku",2013,"Polish Heart Journal (Kardiologia Polska)","journals.viamedica.pl","https://journals.viamedica.pl/polish_heart_journal/article/download/KP.2013.0177/57000","https://scholar.google.com/scholar?cites=5215529835753869337&as_sdt=2005&sciodt=2007&hl=en",24,"2024-11-27 10:42:35","PDF","","","",,,,,37,3.36,37,1,11,"Wytyczne dotyczące nadciśnienia tętniczego opublikowane w 2013 r. przez Europejskie Towarzystwo Nadciśnienia Tętniczego (ESH) i Europejskie Towarzystwo Kardiologiczne (ESC) …","https://journals.viamedica.pl/polish_heart_journal/article/download/KP.2013.0177/57000","https://scholar.google.com/scholar?q=related:GZCPp8BIYUgJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
28,"W Bartnik, D Celińska-Cedro…","Wytyczne Polskiego Towarzystwa Gastroenterologii dotyczące diagnostyki i leczenia zakażenia Helicobacter pylori",2014,"… Kliniczna. Postępy i …","journals.viamedica.pl","https://journals.viamedica.pl/gastroenterologia_kliniczna/article/download/38379/26978","https://scholar.google.com/scholar?cites=13714471100812188078&as_sdt=2005&sciodt=2007&hl=en",25,"2024-11-27 10:42:35","PDF","","","",,,,,28,2.80,9,3,10,"… pylori powodują, że w wielu krajach opracowuje się wytyczne leczenia tej infekcji. W … W Polsce ostatnie wytyczne leczenia zakażeń H. pylori zostały opublikowane w 2008 roku [4…","https://journals.viamedica.pl/gastroenterologia_kliniczna/article/download/38379/26978","https://scholar.google.com/scholar?q=related:rllFxs2WU74J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
24,"D Aleksandrowicz, W Gaszyński…","Wytyczne dotyczące udrażniania dróg oddechowych w warunkach pozaszpitalnych u chorych po urazach.",2013,"… & Rescue Medicine …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18980732&asa=Y&AN=97297806&h=f5CqfLW8ygOvp6EeYsNgf0jmUPJfiHtcRvDpi8FKk2ftWdDHIDJZwNQUzGaeokNwwfELq%2FNtLT3fQmdag6zUNA%3D%3D&crl=c","https://scholar.google.com/scholar?cites=17929615007116085243&as_sdt=2005&sciodt=2007&hl=en",26,"2024-11-27 10:42:35","","","","",,,,,24,2.18,8,3,11,"Urazy stanowią poważny problem współczesnej cywilizacji, zwłaszcza, iż dotyczą osób młodych. Są najczęstszą przyczyną zgonów w przedziale wiekowym od 1 do 44 roku życia. …","","https://scholar.google.com/scholar?q=related:-8eqktrJ0vgJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
29,"J Lau, C Elliott","Kompetencje informacyjne w procesie uczenia się przez całe życie Wytyczne",2011,"","repository.ifla.org","http://repository.ifla.org/handle/123456789/438","https://scholar.google.com/scholar?cites=630068325394978907&as_sdt=2005&sciodt=2007&hl=en",27,"2024-11-27 10:42:35","","","","",,,,,29,2.23,15,2,13,"Międzynarodowe Wytyczne dotyczące kompetencji informacyjnych zostały opracowane przez Sekcję Information Literacy działającą w strukturach IFLA. Celem tego opracowania jest …","https://www.ifla.org/wp-content/uploads/2019/05/assets/information-literacy/publications/ifla-guidelines-pl.pdf","https://scholar.google.com/scholar?q=related:W5hkv81zvggJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
17,"Y Adler, P Charron, M Imazio, L Badano…","Wytyczne ESC dotyczce rozpoznawania i leczenia chorób osierdzia w 2015 roku",2015,"Kardiologia …","air.unimi.it","https://air.unimi.it/bitstream/2434/640066/2/10266-30907-2-PB.pdf","https://scholar.google.com/scholar?cites=11417197353502329620&as_sdt=2005&sciodt=2007&hl=en",28,"2024-11-27 10:42:35","PDF","","","",,,,,17,1.89,3,5,9,"… Oświadczenie: Wytyczne ESC … te wytyczne ESC, gdy dokonują oceny klinicznej, a także kiedy określają i realizują medyczne strategie prewencji, diagnostyki lub leczenia. Wytyczne …","https://air.unimi.it/bitstream/2434/640066/2/10266-30907-2-PB.pdf","https://scholar.google.com/scholar?q=related:FEsJioAIcp4J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
31,"A Kübler, J Siewiera, G Durek, K Kusza…","Wytyczne postępowania wobec braku skuteczności podtrzymywania funkcji narządów (terapii daremnej) u pacjentów pozbawionych możliwości świadomego …",2014,"Anestezjologia …","termedia.pl","https://www.termedia.pl/Journal/-118/pdf-38256-10?filename=pages_215-220_article_39741.pdf","https://scholar.google.com/scholar?cites=7765218544265578751&as_sdt=2005&sciodt=2007&hl=en",29,"2024-11-27 10:42:35","PDF","","","",,,,,31,3.10,6,5,10,"… Zasady takie opracowywane są przez organizacje oraz towarzystwa naukowe w różnych krajach jako wytyczne praktyki medycznej. Stanowią one nie tylko świadectwo stanu aktualnej …","https://www.termedia.pl/Journal/-118/pdf-38256-10?filename=pages_215-220_article_39741.pdf","https://scholar.google.com/scholar?q=related:_8g5xh-Zw2sJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
28,"GRPTN Tętniczego","Wytyczne dotyczące diagnostyki i leczenia chorych z guzem chromochłonnym",2006,"Arterial Hypertension","kpbc.ukw.edu.pl","http://www.kpbc.ukw.edu.pl/Content/46868/01_Guz_zalecenia.pdf","https://scholar.google.com/scholar?cites=1081575815874253724&as_sdt=2005&sciodt=2007&hl=en",30,"2024-11-27 10:42:35","PDF","","","",,,,,28,1.56,28,1,18,"Guz chromochłonny, mimo rzadkiego występowania, jest przyczyną nadciśnienia tętniczego skupiającą uwagę klinicystów różnych specjalności. Wynika to z faktu, że prawidłowe …","http://www.kpbc.ukw.edu.pl/Content/46868/01_Guz_zalecenia.pdf","https://scholar.google.com/scholar?q=related:nJPWXnmHAg8J:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
13,"J Laskowska, J Książyk","Aktualne wytyczne dotyczące karmienia piersią",2011,"Pediatria i Medycyna Rodzinna","bibliotekanauki.pl","https://bibliotekanauki.pl/articles/1031759.pdf","https://scholar.google.com/scholar?cites=2675217076426365950&as_sdt=2005&sciodt=2007&hl=en",31,"2024-11-27 10:42:35","PDF","","","",,,,,13,1.00,7,2,13,"Mleko kobiece zapewnia niemowlęciu prawidłowy wzrost oraz rozwój psychofizyczny. Dla niemowląt urodzonych o czasie pokarm kobiety posiada optymalny skład co do jakości, ilości …","https://bibliotekanauki.pl/articles/1031759.pdf","https://scholar.google.com/scholar?q=related:_ttz0cFHICUJ:scholar.google.com/&scioq=intitle:%22prisma+standardy%22%7Cintitle:wytyczne&hl=en&as_sdt=2007"
