Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"ЛА Мукменова, НМ Гаффарова, ЗЗ Буматова","КОНТРОЛЬНЫЙ СПИСОК ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ",1971,"учитель","sannikov.depon72.ru","http://sannikov.depon72.ru/files/upload/EDU/School-52505/%D0%94%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BD%D0%B0%202013-14%20%D1%83%D1%87.%D0%B3..doc","",11,"2024-11-27 10:41:10","DOC","","","",,,,,0,0.00,0,3,53,"Высшее Государственное образовательное учреждение высшего профессионального образования «Тюменский государственный университет», 2006 г., филолог, …","http://sannikov.depon72.ru/files/upload/EDU/School-52505/%D0%94%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BD%D0%B0%202013-14%20%D1%83%D1%87.%D0%B3..doc","https://scholar.google.com/scholar?q=related:Du99UwCDhbsJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"Б Председателя","Контрольный список педагогических работников МАОУ СОШ № 17 на 2023-2024 учебный год",2002,"Среднее-профессиональное …","schkola17.tmn.eduru.ru","https://schkola17.tmn.eduru.ru/media/2024/02/11/1341522298/Kontrol_ny_j_spisok_2023-2024god_na_sajt_0902.pdf","",12,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,22,"Контрольный список педагогических работников МАОУ СОШ № 17 на 2023-2024 у … Контрольный список педагогических работников МАОУ СОШ № 17 на 2023-2024 учебный …","https://schkola17.tmn.eduru.ru/media/2024/02/11/1341522298/Kontrol_ny_j_spisok_2023-2024god_na_sajt_0902.pdf","https://scholar.google.com/scholar?q=related:noFp0SsymfgJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"ТВ Кузьмина, МИ Выборный","Контрольный список безопасности: практическое применение в условиях многопрофильного стационара",2024,"Клиническая эндоскопия","clinendo.elpub.ru","https://clinendo.elpub.ru/jour/article/view/161","",13,"2024-11-27 10:41:10","","","","",,,,,0,0.00,0,2,1,"… использует хирургический контрольный список безопасности в том числе и проведении … Контрольный список был введен в практику не как дополнительная опция, а в качестве …","https://clinendo.elpub.ru/jour/article/download/161/154","https://scholar.google.com/scholar?q=related:-0AlApq31PoJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"П Общий","Контрольный список педагогических работников на 2015-2016 учебный год-филиал Юргинская СШИ",1963,"учитель","schoolurga.my1.ru","https://schoolurga.my1.ru/svedeniya/korr.shk.pdf","",14,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,61,"… Контрольный список педагогических работников на 2015-2016 учебный год - филиал Юргинская СШИ …","https://schoolurga.my1.ru/svedeniya/korr.shk.pdf","https://scholar.google.com/scholar?q=related:X1eO71WR71UJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"АС Бенян, ДГ Храновский…","Контрольный перечень хирургической безопасности–оптимальная организационная модель в обеспечении максимальной степени готовности к …",2023,"… , врач и здоровье","cyberleninka.ru","https://cyberleninka.ru/article/n/kontrolnyy-perechen-hirurgicheskoy-bezopasnosti-optimalnaya-organizatsionnaya-model-v-obespechenii-maksimalnoy-stepeni-gotovnosti-k","",15,"2024-11-27 10:41:10","HTML","","","",,,,,0,0.00,0,3,1,"Актуальность. Использование чек-листов контроля качества и безопасности медицинской помощи является действенным инструментом снижения частоты ошибок, …","https://cyberleninka.ru/article/n/kontrolnyy-perechen-hirurgicheskoy-bezopasnosti-optimalnaya-organizatsionnaya-model-v-obespechenii-maksimalnoy-stepeni-gotovnosti-k","https://scholar.google.com/scholar?q=related:SnTb9q1MZQoJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"Е Быкова","Контрольный список педагогических работников МАОУ"" Голышмановская средняя общеобразовательная школа № 2"" на 2021-2022 учебный год",1996,"Учитель","edugol.ru","https://edugol.ru/assets/files/gol2/55555/kontrolnye-spiski-2020-2021-shkola-n2-novye.pdf","",16,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,28,"ГАОУ ТО"" ТОГИРРО"" 31.08. 2015-18.09. 2015"" Современные требования к математическому образованию в условиях введения ФГОС. Система подготовки учащихся к …","https://edugol.ru/assets/files/gol2/55555/kontrolnye-spiski-2020-2021-shkola-n2-novye.pdf","https://scholar.google.com/scholar?q=related:BycoeuIZCpEJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"ТК Кудайбергенов, ТА Патсаев…","контрольный перечень хирургической Безопасности как проФилактика ослоЖнений после хирургических вмеШательств",2017,"Journal of Clinical …","cyberleninka.ru","https://cyberleninka.ru/article/n/kontrolnyy-perechen-hirurgicheskoy-bezopasnosti-kak-profilaktika-oslozhneniy-posle-hirurgicheskih-vmeshatelstv","",17,"2024-11-27 10:41:10","HTML","","","",,,,,0,0.00,0,3,7,"В основном направлении безопасной хирургии широко распространена инициатива ВОЗ по внедрению контрольного перечня для безопасности хирургического …","https://cyberleninka.ru/article/n/kontrolnyy-perechen-hirurgicheskoy-bezopasnosti-kak-profilaktika-oslozhneniy-posle-hirurgicheskih-vmeshatelstv","https://scholar.google.com/scholar?q=related:tXJsxSB2Ot8J:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"МР Мустафин, АВ Джу, Х Баутиста","КОНТРОЛЬНЫЙ СПИСОК ПЛАНИРОВАНИЯ СОЦИАЛЬНО-ЭКОНОМИЧЕСКИХ МЕР И ВОССТАНОВЛЕНИЯ ТУРИЗМА, ВКЛЮЧАЯ ИНВАЛИДНОСТЬ",,"dspace.kpfu.ru","","https://dspace.kpfu.ru/xmlui/handle/net/163301","",18,"2024-11-27 10:41:10","","","","",,,,,0,0.00,0,3,,"В статье рассматриваются минимальные требования по поддержке включения инвалидности в меры немедленного реагирования на COVID-19. Контрольный список может …","https://dspace.kpfu.ru/xmlui/bitstream/handle/net/163301/F_ISMEF_2020_499_503.pdf?sequence=-1","https://scholar.google.com/scholar?q=related:yJ3noqgLPYkJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"О Специальность","Контрольный список педагогических работников МКОУ «Гимназия с. Знаменка» на 2017–2018 учебный год",1947,"учитель","znamenka.kchr.eduru.ru","https://znamenka.kchr.eduru.ru/media/2018/07/18/1239771887/Kontrolnyj_spisok_pedagogicheskiKh_rabot_menka_na_2017_2018_uchebnyj_god.pdf","",19,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,77,"… Контрольный список педагогических работников МКОУ «Гимназия с. Знаменка» на 2017– 2018 учебный год …","https://znamenka.kchr.eduru.ru/media/2018/07/18/1239771887/Kontrolnyj_spisok_pedagogicheskiKh_rabot_menka_na_2017_2018_uchebnyj_god.pdf","https://scholar.google.com/scholar?q=related:XIxRQ5qLOC0J:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
0,"НВ Предмет","Контрольный список педагогических работников Филиала МАОУ Тоболовская СОШ С (К) ОУ"" Карасульская специальная (коррекционная) школа …",1970,"учитель","tobolovososh.ru","http://tobolovososh.ru/wp-content/uploads/2024/10/kontrolnyj-spisok-pedagogogicheskih-rabotnikov-na-sentyabr-2024g.pdf","",20,"2024-11-27 10:41:10","PDF","","","",,,,,0,0.00,0,1,54,"… Контрольный список педагогических работников учреждений, оказывающих услуги дошкольного образования на 2019-2020 учебный год … Контрольный список …","http://tobolovososh.ru/wp-content/uploads/2024/10/kontrolnyj-spisok-pedagogogicheskih-rabotnikov-na-sentyabr-2024g.pdf","https://scholar.google.com/scholar?q=related:xykZq838MLMJ:scholar.google.com/&scioq=intitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%22%7Cintitle:%22%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%22&hl=en&as_sdt=2007"
